patrol,station,secteur,date,lat,lon,categorie1,categorie2,age_signe,animaux_rencontres,anomalies,causes,comportement,especes,etat_morts,mesure,meteo,n_bonne_sante,n_malades,n_morts,type_piege,type_signe,village
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.3934816666666,49.0938416666666,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.4231933333333,49.066085,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.4187266666666,49.0752183333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.4194,49.06074,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.416495,49.0453583333333,Observation directe,,,,,,,,,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.42717,49.03601,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.4261883333333,49.0337083333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_AUGUST_000017,Antsandrahana,Secteur 3,,-15.4225466666666,49.0482933333333,Circulation dans l'AP,Divagation d'animaux domestiques,,Zébu,,,,,,Sensibilisation,Sensibilisation,,,,,,Ambodimdiro
PNAT_S1_DIMB_OM644_AOUT21_008,Ampoatsatroka,Secteur 1,,-15.1327183333333,49.8072616666666,Braconnage,Piégeage,,,,,,,,Rapport,Rapport,,,,Laly,,
PNAT_S1_DIMB_OM644_AOUT21_008,Ampoatsatroka,Secteur 1,,-15.1327383333333,49.8065083333333,Braconnage,Piégeage,,,,,,,,Rapport,Rapport,,,,Piège lèmuriens,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3601866666666,49.2253083333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3599266666666,49.2264733333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3718316666666,49.231925,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3713883333333,49.2408616666666,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3669549999999,49.24519,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3676783333333,49.2512066666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3802916666666,49.2048383333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JACQUIS_AUGUST_000017,Ambalavanona,Secteur 3,,-15.3851466666666,49.1947733333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S4_JOLI_OM668_AO1_000011,Ankorakabe,Secteur 4,,-15.063306,49.416753,Braconnage,Piégeage,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S4_JOLI_OM668_AO1_000011,Ankorakabe,Secteur 4,,-15.0562,49.405661,Braconnage,Piégeage,,,,,,Potamochoerus larvatus,,Constatation,Constatation,,,,Piège sanglier,,INCONNU
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.0950516666666,49.9181566666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.0950666666666,49.9276016666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.1052516666666,49.9265383333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.1010833333333,49.9218799999999,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.0923183333333,49.92147,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FELICIEN_OM678_000009,Mahasoa,Secteur 6,,-15.0874466666666,49.93055,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2871416666666,49.228975,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2913383333333,49.2316366666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.291255,49.2364366666666,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.288675,49.2406283333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2826783333333,49.2471616666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2869183333333,49.251575,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2925933333333,49.2524766666666,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.29666,49.2485716666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2876099999999,49.24584,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2860583333333,49.2464183333333,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2843816666666,49.245615,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2803583333333,49.24737,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2458883333333,49.2921116666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2497083333333,49.3008316666666,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.258635,49.2998683333333,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2622749999999,49.3019483333333,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2651916666666,49.2907316666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2657466666666,49.291015,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2654,49.30124,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2614116666666,49.302175,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_FABIEN_AUGUST_000017,Ambalasoa,Secteur 3,,-15.2575916666666,49.2968033333333,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S6_ERICAH_OM677_000043,Antsahabeorana,Secteur 6,,-15.0063816666666,49.8240683333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_ERICAH_OM677_000043,Antsahabeorana,Secteur 6,,-14.99687,49.85061,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_ERICAH_OM677_000043,Antsahabeorana,Secteur 6,,-15.00465,49.8397066666666,Braconnage,Piégeage,,,,,,,,Destruction,Destruction,,,,Piège sanglier,,
PNAT_S6_ERICAH_OM677_000043,Antsahabeorana,Secteur 6,,-15.0167033333333,49.8388466666666,Observation directe,,,,,,,Avahi laniger (Avahi Laineux,,,,,,,,,
PNAT_S6_ERICAH_OM677_000043,Antsahabeorana,Secteur 6,,-15.0196583333333,49.8372833333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_THEO_OM 682_000005,Amparihimena,Secteur 6,,-14.9809416666667,49.9447533333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 682_000005,Amparihimena,Secteur 6,,-14.9897016666667,49.9507833333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_THEO_OM 682_000005,Amparihimena,Secteur 6,,-14.9926616666667,49.9526683333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_THEO_OM 682_000005,Amparihimena,Secteur 6,,-14.9665916666667,49.9445366666667,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.079746,49.978045,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.081758,49.981855,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,,,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.079469,49.987292,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.06371,49.979317,,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.069155,49.9837,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.069155,49.9837,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.069155,49.9837,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,,,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM679_000003,Amparihimena,Secteur 6,,-15.077029,49.988628,,,,,,,,,,,,,,,,,
PNAT_S6_LUCIEN_OM676_000034,Bearamy,Secteur 6,,-15.2053199999999,49.8993083333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM676_000034,Bearamy,Secteur 6,,-15.20595,49.889285,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_LUCIEN_OM676_000034,Bearamy,Secteur 6,,-15.2008199999999,49.8770416666666,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM676_000034,Bearamy,Secteur 6,,-15.20297,49.8656566666666,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FLORIAN_OM583_J000012,,,2021-06-23,-14.98909,49.9545483333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FLORIAN_OM583_J000012,,,2021-06-23,-14.9914516666667,49.960615,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FLORIAN_OM583_J000012,,,2021-06-22,-14.995735,49.96907,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FLORIAN_OM583_J000012,,,2021-06-22,-14.9952016666667,49.97517,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZANAMORA_OM588_000002,,,2021-06-22,-15.040521,49.998367,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,Piste,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-22,-15.087414,49.968688,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-21,-15.111687,49.948298,Circulation dans l'AP,Signe Indirect,Fraîche,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-21,-15.098128,49.93909,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-21,-15.098269,49.951831,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-20,-15.082386,49.966637,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-20,-15.077877,49.972594,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM587_J000002,,,2021-06-20,-15.079737,49.976811,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM584_000004,,,2021-06-20,-15.1256866666667,49.8360283333333,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_LUCIEN_OM584_000004,,,2021-06-19,-15.0952416666667,49.819675,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_LUCIEN_OM584_000004,,,2021-06-19,-15.09033,49.8017916666667,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ERICAH_OM585_J000004,,,2021-06-19,-14.9938966666667,49.8559933333333,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Constatation,Constatation,,,,,Autres,
PNAT_S6_ERICAH_OM585_J000004,,,2021-06-19,-14.9978233333333,49.8542183333333,Braconnage,Piégeage,,,,,,,,Destruction,Destruction,,,,Piège sanglier,,Ankijanibe
PNAT_S6_ERICAH_OM585_J000004,,,2021-06-18,-15.0180716666667,49.84055,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S6_ERICAH_OM585_J000004,,,2021-06-17,-15.0097983333333,49.8240733333333,Braconnage,Piégeage,,,,,,Eulemur albifrons,,Destruction,Destruction,,,,Laly,,
PNAT_S6_ERICAH_OM585_J000004,,,2021-06-17,-15.005505,49.8211216666667,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Constatation,Constatation,,,,,Autres,
PNAT_S2_ARL_OM553_JULY_000003,,,2021-06-18,-15.6808666666667,49.44678,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-26,-15.42971,49.0539183333333,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-26,-15.42185,49.06118,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-25,-15.427855,49.1056833333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-25,-15.4343933333333,49.1157416666666,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-25,-15.4113066666666,49.1031416666666,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-25,-15.4110666666666,49.10258,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-25,-15.41165,49.0975016666666,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-22,-15.4167583333333,49.0117883333333,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-22,-15.4062083333333,49.0238649999999,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-21,-15.4192583333333,49.0275166666666,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-21,-15.4161316666666,49.0275449999999,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-19,-15.43443,49.0283716666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-19,-15.4257133333333,49.0241566666666,Observation directe,,,,,,,Indri indri (Indri À Queue Courte),,,,,,,,,
PNAT_S3_JARIVO_OM_JUL_000017,Ambodimadiro,Secteur 3,2021-06-18,-15.4395883333333,49.0280583333333,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_FRANCK_OM589_000004,,,2021-06-17,-15.10422,49.9495283333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM589_000004,,,2021-06-16,-15.0913966666667,49.9580966666667,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_FRANCK_OM589_000004,,,2021-06-16,-15.0960583333333,49.950365,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_FRANCK_OM589_000004,,,2021-06-15,-15.0831716666667,49.9664166666667,Observation directe,,,,,,,Avahi laniger (Avahi Laineux,,,,,,,,,
PNAT_S5_LAURE_OM456_J2_000020,,,2021-06-19,-14.7892716666667,49.720165,Braconnage,Piégeage,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_LAURE_OM456_J2_000020,,,2021-06-18,-14.7998,49.7294583333333,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S5_LAURE_OM456_J2_000020,,,2021-06-17,-14.835255,49.64879,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-18,-15.038403,49.995709,Circulation dans l'AP,Signe Indirect,Fraîche,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Empreinte,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-18,-15.038403,49.995709,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-18,-15.039184,49.996233,Circulation dans l'AP,Signe Indirect,Fraîche,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-17,-15.031839,50.003193,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-17,-15.031839,50.003193,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S6_ZANAMORA_OM464_000001,,,2021-06-17,-15.032386,50.000044,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Piste,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-15.033882,50.0035,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-15.030096,50.003876,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-15.030096,50.003876,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-15.017593,49.996704,Braconnage,Collecte faune,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-14.995629,49.976646,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-19,-14.995629,49.976646,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.981512,49.968925,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.981512,49.968925,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.980158,49.967483,Circulation dans l'AP,Signe Indirect,Fraîche,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Empreinte,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.988023,49.961382,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.988023,49.961382,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-18,-14.990676,49.960794,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-15.000666,49.962906,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-15.003877,49.954879,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-15.003877,49.954879,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-15.00191,49.952053,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-15.00191,49.952053,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-14.999594,49.954515,Observation directe,,,,,,,Varecia rubra (Vari Roux),,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-14.999594,49.954515,Observation directe,,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-14.997142,49.956159,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZEBIEN_OM463_000002,,,2021-06-17,-14.997142,49.956159,Circulation dans l'AP,Signe Indirect,Fraîche,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-17,-14.8280833333333,49.5862266666667,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-17,-14.8280833333333,49.5862266666667,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-17,-14.8356633333333,49.5876716666667,Observation directe,,,,,,,Hapalemur occidentalis,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-16,-14.8548366666667,49.5944033333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-16,-14.8548366666667,49.5944033333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-15,-14.8830116666667,49.597,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-15,-14.8830116666667,49.597,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-15,-14.8881833333333,49.5892033333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-15,-14.8881833333333,49.5892033333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-12,-14.8663433333333,49.5680233333333,Observation directe,,,,,,,Eulemur fulvus (Lèmur Brun,,,,,,,,,
PNAT_S5_MAYLA_OM453_J2_000023,,,2021-06-12,-14.8663433333333,49.5680233333333,Observation directe,,,,,,,Eulemur albifrons,,,,,,,,,
PNAT_S4_JOLI_OM450_P4_000024,,,2021-06-11,-15.1161033333333,49.397505,Observation directe,,,,,,,Varecia variegata ssp. subcincta,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-13,-15.053881,49.994064,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-13,-15.053881,49.994064,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Coupe de machette,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-12,-15.061873,49.987582,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-12,-15.061873,49.987582,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Piste,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-12,-15.065892,49.989581,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,Piste,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-12,-15.065892,49.989581,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-11,-15.057506,49.989109,Circulation dans l'AP,Signe Indirect,,,,,,,,,,,,,,Empreinte,
PNAT_S6_ZANAMORA_OM464_000004,,,2021-06-11,-15.057506,49.989109,Circulation dans l'AP,Signe Indirect,Récente,,,,,,,Enquête auprès des communautès,Enquête auprès des communautès,,,,,,
